neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,availability_365,cancellation_policy,price
20,7,1,2,2.0,1.0,1.0,4,0,0,74.0
20,0,1,2,1.0,1.0,1.0,4,0,0,130.0
20,0,0,4,1.5,2.0,2.0,4,364,3,349.0
20,0,0,4,1.0,2.0,3.0,4,0,0,150.0
20,0,2,3,1.0,1.0,2.0,0,4,1,45.0
20,0,0,4,1.0,1.0,1.0,4,2,2,100.0
20,0,0,3,1.0,1.0,3.0,4,255,1,130.0
20,0,1,1,1.0,1.0,1.0,4,0,0,60.0
20,0,0,2,1.0,1.0,1.0,4,0,1,175.0
20,0,0,3,1.0,1.0,2.0,4,35,1,246.0
12,3,1,1,1.0,1.0,1.0,4,120,1,84.0
12,0,0,4,1.0,0.0,2.0,4,318,2,149.0
12,0,1,1,1.0,1.0,1.0,4,6,1,84.0
12,3,0,4,1.0,2.0,2.0,4,0,0,100.0
1,0,0,4,1.0,1.0,1.0,4,316,2,165.0
1,6,0,4,1.0,2.0,2.0,4,159,2,289.0
1,3,0,4,1.0,0.0,2.0,4,325,2,170.0
1,0,0,2,1.0,1.0,1.0,4,356,1,247.0
1,7,0,5,2.5,2.0,3.0,4,351,0,500.0
1,3,0,2,1.0,1.0,1.0,4,0,1,139.0
1,0,0,4,1.0,1.0,1.0,4,336,0,165.0
1,10,0,4,2.5,2.0,2.0,4,142,1,500.0
1,0,0,3,1.0,1.0,1.0,4,313,0,350.0
1,7,0,5,2.5,2.0,4.0,4,338,2,500.0
1,0,0,6,1.0,2.0,2.0,4,351,0,188.0
1,0,0,3,1.0,1.0,2.0,4,7,1,180.0
1,0,0,4,1.5,3.0,2.0,4,346,2,375.0
1,1,1,2,2.0,1.0,1.0,4,321,1,99.0
1,0,0,2,1.0,1.0,1.0,4,347,2,170.0
1,0,1,2,1.0,1.0,1.0,4,83,1,125.0
1,0,0,3,1.0,1.0,1.0,4,116,2,129.0
1,0,1,2,1.0,1.0,1.0,4,4,1,90.0
1,7,0,4,1.0,2.0,2.0,4,163,2,299.0
1,0,0,4,1.0,2.0,2.0,4,0,2,225.0
1,7,0,5,2.5,2.0,4.0,4,348,2,500.0
1,7,0,5,2.5,2.0,4.0,4,338,2,500.0
1,1,1,2,2.0,1.0,1.0,4,325,1,99.0
18,0,1,2,1.0,1.0,2.0,4,365,1,245.0
18,3,0,4,1.0,2.0,3.0,4,360,1,390.0
18,0,1,2,1.0,1.0,1.0,4,0,0,159.0
18,3,0,4,2.0,2.0,2.0,4,0,1,295.0
18,3,0,2,1.0,1.0,1.0,4,0,1,179.0
7,0,0,3,1.0,1.0,1.0,4,175,0,219.0
7,0,0,2,1.0,1.0,1.0,4,364,3,289.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,0,0,4,1.0,2.0,3.0,4,337,2,295.0
7,8,0,4,1.0,2.0,2.0,4,109,2,259.0
7,0,0,3,1.0,1.0,1.0,4,346,2,185.0
7,8,0,4,1.0,2.0,2.0,4,77,2,269.0
7,0,0,4,1.0,0.0,2.0,4,309,2,109.0
7,0,0,4,1.0,2.0,3.0,4,334,2,295.0
7,0,0,5,2.0,2.0,3.0,4,92,1,389.0
7,0,0,4,1.0,2.0,2.0,4,338,2,215.0
7,0,0,8,2.0,4.0,6.0,4,328,2,375.0
7,0,0,4,1.0,1.0,2.0,4,46,2,270.0
7,0,0,5,2.0,2.0,3.0,4,148,1,285.0
7,0,0,6,1.0,2.0,2.0,4,323,1,296.0
16,0,1,3,1.5,1.0,2.0,4,357,0,80.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,8,0,2,1.0,0.0,1.0,4,60,1,120.0
7,0,0,4,1.0,2.0,2.0,4,341,2,209.0
7,0,0,5,2.0,2.0,2.0,4,179,2,399.0
7,0,1,2,2.0,1.0,1.0,4,15,2,159.0
7,0,0,3,1.0,0.0,2.0,4,12,1,125.0
7,0,0,5,2.0,2.0,2.0,4,175,2,299.0
7,0,0,4,1.0,1.0,2.0,4,148,0,229.0
7,3,0,8,1.0,3.0,4.0,4,9,2,383.0
7,0,0,4,1.0,1.0,2.0,4,331,2,149.0
7,0,0,3,1.0,1.0,1.0,4,348,2,250.0
7,0,0,2,1.0,1.0,1.0,4,365,3,349.0
7,0,0,5,2.0,2.0,2.0,4,166,2,199.0
7,0,0,3,1.0,1.0,1.0,4,170,2,169.0
7,0,1,2,1.0,1.0,1.0,4,74,1,300.0
7,0,0,3,1.0,1.0,1.0,4,173,2,169.0
7,0,0,3,1.0,1.0,1.0,4,117,2,349.0
7,0,0,5,2.0,2.0,2.0,4,179,2,319.0
7,0,0,4,2.0,2.0,2.0,4,0,2,179.0
7,0,0,5,2.0,2.0,3.0,4,148,1,289.0
7,0,0,3,1.0,0.0,1.0,4,206,0,209.0
7,0,0,5,2.0,2.0,2.0,4,175,2,199.0
7,0,0,3,1.0,2.0,1.0,4,29,2,319.0
7,0,0,4,1.0,1.0,1.0,4,37,0,135.0
7,0,0,3,1.0,1.0,1.0,4,173,2,169.0
7,0,1,2,1.0,1.0,1.0,4,0,0,95.0
7,0,0,5,2.0,2.0,2.0,4,179,2,319.0
7,0,0,3,1.0,1.0,1.0,4,176,2,169.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,0,0,5,2.0,2.0,2.0,4,175,0,199.0
7,0,1,2,1.0,1.0,1.0,4,0,0,95.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,0,0,3,1.0,1.0,1.0,4,351,1,242.0
7,0,0,5,2.0,2.0,3.0,4,79,1,389.0
7,0,0,3,1.0,1.0,1.0,4,173,2,169.0
7,0,0,5,2.0,2.0,2.0,4,179,2,199.0
7,0,0,2,2.0,2.0,2.0,4,344,1,361.0
7,0,0,3,1.0,1.0,1.0,4,0,0,225.0
7,0,0,7,2.0,3.0,3.0,4,342,2,119.0
7,0,0,3,1.0,1.0,1.0,4,179,2,219.0
7,8,0,4,1.0,2.0,2.0,4,52,2,299.0
7,0,0,5,2.0,2.0,2.0,4,353,2,119.0
7,0,0,3,1.0,1.0,2.0,4,148,1,199.0
7,0,0,5,2.0,2.0,2.0,4,179,2,319.0
7,0,1,2,1.0,1.0,1.0,4,41,0,93.0
7,0,0,3,1.0,1.0,2.0,4,148,1,199.0
7,0,0,5,2.0,2.0,2.0,4,179,2,299.0
7,0,0,4,2.0,2.0,2.0,4,364,3,349.0
21,0,0,4,2.0,2.0,4.0,4,70,2,299.0
21,2,0,10,2.0,3.0,6.0,4,333,2,375.0
21,0,0,4,1.0,1.0,2.0,4,248,2,140.0
21,0,2,1,0.0,1.0,1.0,4,4,0,35.0
21,0,1,1,1.0,1.0,1.0,1,0,0,100.0
21,0,0,4,1.0,2.0,2.0,4,0,0,125.0
21,3,0,2,1.0,1.0,1.0,4,86,2,150.0
21,0,0,6,1.0,2.0,2.0,4,329,2,320.0
21,0,0,2,1.0,1.0,2.0,4,144,2,180.0
21,0,0,3,1.0,0.0,1.0,4,225,2,150.0
21,0,0,3,1.0,1.0,2.0,4,72,2,125.0
21,0,0,2,1.0,1.0,1.0,4,0,0,145.0
21,0,0,2,1.0,1.0,1.0,4,315,2,125.0
21,7,0,2,1.0,1.0,1.0,4,0,2,171.0
21,0,0,5,2.0,2.0,2.0,4,1,1,400.0
21,0,0,4,1.0,2.0,2.0,4,107,2,400.0
21,0,0,3,1.0,1.0,2.0,4,63,1,210.0
21,0,0,8,1.5,1.0,5.0,4,325,2,350.0
21,0,0,3,1.0,2.0,1.0,4,6,2,182.0
21,0,0,2,1.0,1.0,1.0,4,3,0,200.0
21,0,0,5,1.0,2.0,2.0,4,344,2,260.0
21,0,0,2,1.0,1.0,1.0,4,315,0,200.0
21,0,1,2,1.0,1.0,2.0,1,55,1,150.0
21,0,0,2,1.0,0.0,1.0,4,305,0,120.0
21,0,0,2,1.0,0.0,1.0,4,0,1,210.0
21,0,0,3,1.0,1.0,2.0,4,291,1,159.0
21,7,1,4,1.0,1.0,3.0,4,224,1,120.0
21,0,0,3,1.0,1.0,2.0,4,141,1,150.0
21,0,0,2,1.0,0.0,1.0,4,1,0,115.0
21,0,0,2,1.0,0.0,1.0,4,0,2,150.0
21,0,0,8,3.0,3.0,5.0,4,0,2,399.0
21,0,0,4,1.0,2.0,2.0,4,0,0,220.0
21,7,1,2,1.0,1.0,1.0,4,241,1,110.0
21,0,0,2,1.0,1.0,1.0,4,301,2,125.0
21,0,0,4,1.0,2.0,2.0,4,340,1,310.0
21,0,0,3,1.0,1.0,1.0,4,2,2,160.0
21,0,0,2,1.0,1.0,1.0,4,0,0,559.0
21,0,1,4,1.0,1.0,2.0,4,328,0,175.0
21,0,0,4,1.0,1.0,1.0,4,294,1,159.0
21,2,0,5,1.5,2.0,4.0,4,335,2,190.0
21,0,0,6,1.0,2.0,3.0,4,280,2,195.0
21,0,0,4,1.0,2.0,2.0,4,284,2,195.0
21,0,0,4,1.0,2.0,2.0,4,14,0,300.0
21,0,0,3,1.0,1.0,2.0,4,248,2,135.0
21,0,0,2,1.0,1.0,1.0,4,312,2,125.0
21,0,0,2,1.0,1.0,1.0,4,296,2,125.0
21,2,0,4,1.0,2.0,3.0,4,358,2,212.0
21,0,0,2,1.0,2.0,2.0,4,0,0,200.0
21,3,0,6,1.5,2.0,3.0,4,196,2,425.0
21,3,0,2,1.0,1.0,1.0,4,244,0,180.0
21,0,0,2,1.0,1.0,1.0,4,0,0,120.0
21,0,0,3,1.0,2.0,2.0,4,10,1,250.0
21,0,0,4,2.0,2.0,2.0,4,10,2,129.0
21,0,1,2,1.0,1.0,1.0,4,355,0,80.0
21,0,0,5,1.0,2.0,2.0,4,338,1,160.0
21,0,1,2,1.0,1.0,1.0,4,0,2,145.0
21,0,0,3,1.0,1.0,1.0,4,4,1,131.0
21,3,0,3,1.0,1.0,2.0,4,69,2,150.0
21,2,0,6,2.0,2.0,2.0,4,251,2,250.0
21,0,0,4,1.0,2.0,2.0,4,0,0,200.0
21,0,0,2,1.0,1.0,1.0,4,310,2,125.0
21,8,0,2,1.0,1.0,1.0,4,248,0,250.0
21,0,0,3,1.0,1.0,1.0,4,0,2,250.0
21,0,0,5,1.0,1.0,4.0,4,286,2,109.0
21,0,0,4,1.0,2.0,2.0,4,74,1,180.0
21,0,0,6,1.0,2.0,3.0,4,346,2,245.0
21,0,0,2,1.0,1.0,1.0,4,57,2,249.0
21,0,0,2,1.0,1.0,1.0,4,315,2,135.0
21,0,0,4,1.0,1.0,4.0,4,0,1,300.0
21,0,1,2,1.0,1.0,1.0,4,0,1,103.0
21,0,1,2,1.0,1.0,1.0,4,303,2,120.0
21,0,0,4,1.0,1.0,2.0,4,18,2,250.0
21,7,1,5,1.0,1.0,1.0,4,249,2,69.0
21,0,0,4,1.0,1.0,2.0,4,211,0,125.0
21,0,0,2,1.0,1.0,1.0,4,309,1,225.0
21,8,0,2,1.0,1.0,1.0,4,0,1,240.0
21,0,0,3,1.0,1.0,1.0,4,0,2,180.0
21,0,0,4,1.5,2.0,2.0,4,0,0,200.0
21,0,0,4,1.0,2.0,2.0,4,342,2,315.0
21,0,0,4,1.0,2.0,2.0,4,265,1,380.0
21,0,0,4,1.0,2.0,2.0,4,309,2,220.0
21,0,0,4,2.0,2.0,3.0,4,297,2,180.0
21,0,0,2,1.0,1.0,1.0,4,0,2,140.0
21,0,0,2,1.0,1.0,1.0,4,0,2,180.0
21,0,0,2,1.0,1.0,1.0,4,306,2,200.0
21,7,0,6,1.0,2.0,3.0,4,365,2,239.0
21,0,0,4,1.0,1.0,1.0,4,325,2,199.0
21,0,0,2,1.0,1.0,1.0,4,273,1,175.0
21,0,0,6,1.0,3.0,3.0,4,0,0,175.0
21,0,0,2,1.0,0.0,1.0,4,0,0,250.0
21,3,0,6,1.0,2.0,4.0,4,310,2,225.0
21,0,0,6,1.0,2.0,2.0,4,344,2,325.0
21,0,0,4,1.0,1.0,1.0,4,299,2,175.0
21,0,0,2,1.0,1.0,1.0,4,246,0,179.0
21,0,0,3,1.0,1.0,1.0,4,270,2,99.0
21,0,1,2,2.0,1.0,2.0,4,283,1,290.0
21,0,1,2,1.0,1.0,1.0,4,0,2,130.0
21,0,0,6,1.0,2.0,4.0,4,290,2,179.0
21,0,0,4,1.0,1.0,2.0,4,325,1,152.0
21,0,0,3,1.0,1.0,2.0,4,257,2,200.0
21,0,1,2,1.0,1.0,1.0,4,0,0,130.0
21,10,1,4,1.5,1.0,4.0,4,320,2,175.0
21,0,0,4,1.0,2.0,3.0,4,291,2,139.0
21,0,0,4,2.0,2.0,2.0,4,310,2,255.0
21,0,1,1,2.0,1.0,1.0,4,0,0,50.0
21,0,0,4,1.0,2.0,3.0,4,283,2,119.0
21,0,0,4,1.0,2.0,2.0,4,349,0,200.0
21,0,0,2,1.0,1.0,1.0,4,69,2,275.0
21,0,0,4,1.0,2.0,3.0,4,299,2,139.0
21,0,0,4,1.0,2.0,4.0,4,172,2,199.0
21,0,0,2,0.0,1.0,0.0,4,300,2,99.0
21,0,0,2,1.0,1.0,1.0,4,0,2,135.0
21,0,2,1,1.0,1.0,1.0,2,22,1,72.0
21,0,0,6,1.0,2.0,1.0,4,0,0,45.0
21,3,0,2,1.0,1.0,1.0,4,0,1,175.0
21,0,1,2,1.0,1.0,1.0,4,0,0,175.0
21,0,0,2,1.0,1.0,1.0,4,97,0,200.0
21,0,0,4,1.0,1.0,1.0,4,319,2,195.0
21,0,0,4,1.0,1.0,2.0,4,312,2,235.0
21,0,0,3,1.0,1.0,2.0,4,326,2,195.0
21,8,0,2,1.0,1.0,1.0,4,0,1,150.0
21,0,0,4,1.0,1.0,2.0,4,0,2,235.0
21,0,0,4,1.0,2.0,2.0,4,0,0,185.0
23,7,1,2,1.0,1.0,1.0,4,0,2,79.0
23,0,0,6,1.0,3.0,3.0,4,5,2,209.0
23,7,1,2,2.0,1.0,1.0,4,289,2,99.0
23,7,1,2,2.5,1.0,1.0,4,242,2,90.0
23,7,1,5,1.0,1.0,2.0,4,86,2,79.0
23,7,2,1,1.0,1.0,1.0,1,324,2,22.0
23,0,2,2,1.5,1.0,1.0,2,328,2,41.0
23,7,2,2,1.0,1.0,2.0,4,365,0,100.0
23,7,1,2,1.0,1.0,1.0,4,344,2,145.0
23,0,1,2,1.0,1.0,1.0,4,19,2,132.0
23,1,1,2,1.0,1.0,2.0,4,314,1,65.0
23,0,0,4,1.0,1.0,2.0,4,338,2,167.0
23,3,1,1,1.5,1.0,1.0,4,105,2,75.0
23,0,1,2,2.0,1.0,1.0,4,0,1,80.0
23,0,0,6,1.0,2.0,3.0,4,313,2,265.0
23,0,0,4,1.0,1.0,2.0,4,349,2,150.0
23,7,1,2,1.0,1.0,1.0,4,248,1,59.0
23,7,1,2,1.0,1.0,1.0,4,338,2,165.0
23,5,1,2,1.0,1.0,2.0,4,364,0,100.0
23,0,0,4,1.0,1.0,1.0,4,325,2,195.0
23,0,0,6,1.0,2.0,2.0,4,336,2,275.0
23,0,1,2,1.0,1.0,1.0,4,0,0,1400.0
23,0,0,5,1.0,2.0,2.0,4,28,1,225.0
23,0,0,4,1.0,0.0,1.0,3,138,1,109.0
23,0,1,1,1.0,1.0,1.0,4,249,2,85.0
23,0,1,1,1.0,1.0,1.0,4,251,2,75.0
23,7,1,2,1.0,1.0,1.0,4,361,0,75.0
23,7,1,1,2.0,1.0,1.0,2,217,0,65.0
23,0,0,4,0.0,1.0,1.0,4,328,2,167.0
23,0,0,4,1.0,1.0,2.0,4,329,1,159.0
23,0,0,2,1.0,0.0,1.0,4,353,2,190.0
26,0,1,2,1.0,1.0,1.0,4,280,0,95.0
23,0,1,2,1.0,1.0,1.0,4,328,1,65.0
23,7,1,2,2.0,1.0,2.0,4,352,2,99.0
23,0,0,4,1.0,2.0,2.0,4,0,0,148.0
23,0,0,2,1.0,1.0,1.0,4,30,1,135.0
23,0,1,2,1.0,1.0,1.0,4,318,1,65.0
23,0,0,14,2.0,3.0,9.0,4,337,0,536.0
23,0,0,2,1.0,1.0,1.0,4,28,2,135.0
23,7,1,4,1.0,1.0,2.0,4,165,1,89.0
23,0,1,2,1.0,1.0,1.0,4,364,0,100.0
23,0,1,1,1.0,1.0,1.0,4,250,2,75.0
23,0,1,2,0.0,1.0,1.0,4,248,2,90.0
23,0,0,2,1.0,1.0,1.0,4,294,1,125.0
23,7,1,2,2.0,1.0,2.0,4,353,2,99.0
23,0,0,4,1.0,0.0,2.0,2,322,1,100.0
23,0,0,4,1.0,1.0,1.0,4,227,1,100.0
23,0,0,4,1.0,0.0,2.0,4,329,2,170.0
23,0,1,1,1.0,1.0,1.0,4,340,2,33.0
23,0,1,2,1.0,1.0,1.0,4,57,1,75.0
23,0,1,1,1.0,1.0,1.0,4,0,0,52.0
23,7,1,1,1.0,1.0,1.0,4,79,2,78.0
23,0,0,8,2.0,3.0,5.0,4,335,2,350.0
23,0,0,8,1.0,3.0,4.0,4,358,2,236.0
23,0,0,7,2.0,3.0,3.0,4,309,2,330.0
23,0,0,6,2.0,3.0,3.0,4,295,2,300.0
23,7,1,2,1.0,1.0,1.0,4,0,2,60.0
23,10,1,2,1.0,1.0,1.0,4,33,0,83.0
23,1,1,4,1.0,1.0,1.0,4,350,1,65.0
23,0,1,2,1.0,1.0,2.0,4,29,2,55.0
23,7,0,6,1.0,2.0,2.0,4,0,1,120.0
23,0,0,6,1.0,2.0,5.0,4,85,1,120.0
23,7,0,10,3.5,3.0,5.0,4,354,2,450.0
23,0,1,1,1.0,1.0,1.0,4,364,0,90.0
23,7,0,8,3.5,3.0,4.0,4,9,0,350.0
23,0,1,2,1.0,1.0,1.0,4,166,0,45.0
23,0,1,2,1.0,1.0,1.0,4,0,0,130.0
23,7,1,2,1.0,1.0,1.0,4,314,2,60.0
23,7,1,2,0.5,1.0,1.0,3,5,0,75.0
23,7,1,2,1.5,1.0,3.0,4,349,2,120.0
23,0,1,1,2.0,1.0,1.0,2,0,0,55.0
23,7,1,1,1.5,1.0,1.0,4,362,1,49.0
23,0,0,4,1.0,1.0,2.0,4,324,2,195.0
23,0,0,2,1.0,1.0,1.0,4,213,0,114.0
23,0,1,2,1.0,1.0,1.0,4,0,0,75.0
23,0,1,1,1.0,1.0,1.0,4,284,2,39.0
23,0,1,2,1.0,1.0,1.0,4,45,1,95.0
23,7,0,8,2.0,3.0,8.0,4,357,2,450.0
23,7,1,2,1.0,1.0,2.0,4,356,0,64.0
23,0,0,10,1.5,3.0,4.0,4,316,1,269.0
23,0,0,6,1.5,3.0,3.0,4,334,2,250.0
23,0,0,4,1.0,2.0,2.0,4,75,2,229.0
23,0,0,4,1.0,0.0,2.0,4,335,2,175.0
23,7,1,2,1.0,1.0,1.0,4,340,2,70.0
23,7,0,10,2.0,4.0,6.0,4,18,2,150.0
23,0,0,6,1.0,3.0,3.0,4,102,2,229.0
23,7,1,2,2.0,1.0,1.0,4,342,2,99.0
23,7,1,1,2.0,1.0,1.0,4,349,2,99.0
23,7,0,6,2.0,2.0,3.0,4,0,0,250.0
19,8,2,2,1.0,1.0,1.0,4,0,0,99.0
23,0,1,2,1.0,1.0,1.0,4,47,1,125.0
23,0,1,2,1.0,1.0,1.0,4,333,2,85.0
23,10,1,2,1.0,1.0,1.0,4,42,1,90.0
23,0,0,10,3.5,0.0,3.0,4,365,2,450.0
23,0,2,1,1.0,1.0,1.0,3,254,0,35.0
23,0,1,1,1.0,1.0,1.0,4,292,0,100.0
23,0,0,4,0.0,1.0,1.0,4,284,2,163.0
23,0,1,1,1.0,1.0,1.0,4,261,1,83.0
23,0,1,1,1.0,1.0,1.0,4,340,2,40.0
23,0,1,1,1.0,1.0,1.0,4,4,2,50.0
23,0,0,8,2.0,4.0,5.0,4,111,1,625.0
23,0,0,4,1.0,0.0,2.0,4,166,0,200.0
23,0,1,2,1.0,1.0,1.0,4,66,1,90.0
23,0,0,4,2.0,2.0,2.0,4,40,1,300.0
23,0,1,2,1.0,1.0,1.0,4,0,0,50.0
23,0,1,3,1.0,1.0,3.0,4,154,0,75.0
23,0,1,1,1.0,1.0,1.0,4,351,2,35.0
23,0,0,4,1.0,1.0,2.0,4,337,2,167.0
23,0,0,6,1.0,2.0,3.0,4,323,2,225.0
23,0,1,1,1.0,1.0,1.0,4,0,0,50.0
23,0,1,1,1.0,1.0,1.0,4,59,1,81.0
23,0,1,1,1.0,1.0,1.0,4,34,1,79.0
26,0,0,2,1.0,1.0,1.0,4,272,1,195.0
26,0,0,2,1.0,1.0,1.0,4,364,0,295.0
26,0,1,2,1.0,1.0,1.0,4,0,2,120.0
26,0,0,7,2.0,2.0,5.0,4,0,2,200.0
26,0,0,6,1.5,2.0,2.0,4,318,2,250.0
26,0,0,2,1.0,0.0,1.0,4,248,0,176.0
26,0,0,2,1.0,1.0,1.0,4,51,0,150.0
26,0,0,2,1.0,0.0,1.0,4,362,3,229.0
26,0,0,2,1.0,1.0,1.0,4,362,3,279.0
26,0,0,2,1.0,1.0,1.0,4,359,3,279.0
26,0,0,6,1.5,2.0,3.0,4,312,2,290.0
26,0,0,2,1.0,0.0,1.0,4,362,3,275.0
26,0,0,4,2.0,2.0,2.0,4,0,1,185.0
26,0,0,4,1.0,1.0,1.0,4,364,1,399.0
26,0,0,4,1.0,2.0,2.0,4,121,2,255.0
26,0,2,1,1.0,1.0,1.0,0,361,2,75.0
26,0,0,6,1.5,2.0,2.0,4,340,2,250.0
26,0,1,2,1.0,1.0,1.0,4,0,1,100.0
26,0,0,4,1.0,1.0,1.0,4,106,2,215.0
26,7,1,1,1.0,1.0,1.0,4,337,1,125.0
26,0,1,2,1.0,1.0,1.0,4,30,0,110.0
26,3,1,2,1.5,1.0,1.0,4,339,1,125.0
26,0,1,2,1.0,1.0,1.0,4,0,1,80.0
26,0,0,8,2.0,3.0,4.0,4,153,2,373.0
26,0,0,8,2.0,3.0,4.0,4,84,2,525.0
26,3,0,4,2.0,2.0,2.0,4,30,2,299.0
26,3,0,2,1.0,1.0,1.0,4,29,2,269.0
26,0,0,4,1.0,1.0,2.0,4,28,2,189.0
26,0,0,2,1.0,0.0,1.0,4,223,1,215.0
26,3,0,4,1.0,1.0,2.0,4,30,2,289.0
26,0,0,2,1.0,1.0,1.0,4,14,2,229.0
26,0,0,4,1.0,1.0,2.0,4,84,1,154.0
26,0,0,6,2.0,2.0,3.0,4,137,1,236.0
26,0,0,4,1.0,1.0,2.0,4,338,2,175.0
26,3,0,4,1.0,1.0,2.0,4,21,2,229.0
26,0,0,6,2.0,2.0,3.0,4,85,1,234.0
26,0,0,4,2.0,2.0,2.0,4,8,2,329.0
26,0,0,4,1.0,1.0,2.0,4,26,2,209.0
26,0,0,2,1.0,0.0,1.0,4,46,1,195.0
26,0,0,4,1.0,1.0,2.0,4,13,2,169.0
26,10,0,2,1.0,0.0,1.0,4,134,2,145.0
26,0,0,2,1.0,0.0,1.0,4,149,2,219.0
26,0,0,1,1.0,1.0,1.0,4,331,2,150.0
26,0,0,2,1.0,0.0,1.0,4,156,2,215.0
26,0,1,2,1.0,1.0,1.0,4,348,2,155.0
26,0,0,2,1.0,0.0,1.0,4,321,2,138.0
26,10,1,2,1.0,1.0,1.0,4,16,2,170.0
26,0,0,2,1.0,1.0,1.0,4,21,2,170.0
26,0,0,4,1.0,2.0,2.0,4,80,2,195.0
26,0,1,2,1.0,1.0,1.0,4,0,2,125.0
26,3,0,3,1.0,2.0,2.0,4,4,2,250.0
26,0,1,1,1.0,1.0,1.0,4,248,1,100.0
26,0,0,2,1.0,0.0,1.0,4,310,2,137.0
26,0,0,2,1.0,0.0,1.0,4,310,2,137.0
26,3,0,4,1.0,1.0,2.0,4,45,2,199.0
26,0,0,4,1.0,1.0,1.0,4,292,2,239.0
26,0,0,2,1.0,1.0,1.0,4,135,1,185.0
26,0,0,4,1.0,1.0,1.0,4,319,2,175.0
26,0,0,4,1.0,2.0,2.0,4,0,2,200.0
26,3,1,3,1.5,1.0,2.0,4,68,1,125.0
26,0,0,2,1.0,1.0,1.0,4,2,0,150.0
26,0,0,2,1.0,0.0,1.0,4,278,2,150.0
26,4,1,2,1.0,1.0,1.0,4,116,0,75.0
26,0,0,2,1.0,1.0,1.0,4,122,1,200.0
26,0,0,3,1.0,2.0,2.0,4,5,0,275.0
26,0,1,1,1.0,1.0,1.0,4,0,0,120.0
26,0,0,5,2.0,3.0,4.0,4,331,1,600.0
26,0,0,3,1.0,2.0,2.0,4,306,1,265.0
26,0,0,2,1.0,1.0,1.0,4,252,2,160.0
26,0,0,2,1.0,0.0,1.0,4,300,2,155.0
26,0,0,2,1.0,0.0,1.0,4,310,2,137.0
26,0,0,3,1.0,1.0,1.0,4,0,2,99.0
26,7,1,1,0.0,1.0,1.0,4,329,1,98.0
26,0,0,2,1.0,0.0,1.0,4,326,2,150.0
26,0,0,2,1.0,0.0,1.0,4,3,0,125.0
26,0,0,3,1.0,1.0,1.0,4,321,2,235.0
26,0,0,2,1.0,0.0,1.0,4,325,2,100.0
26,0,0,2,1.0,1.0,1.0,4,304,2,164.0
26,0,0,4,1.0,2.0,2.0,4,323,2,185.0
26,0,0,3,1.0,1.0,2.0,4,293,0,250.0
26,0,1,2,1.0,1.0,1.0,4,0,0,100.0
26,0,0,4,1.0,2.0,2.0,4,350,0,275.0
26,0,0,2,1.0,0.0,1.0,4,320,2,225.0
26,0,0,6,1.0,2.0,3.0,4,1,2,250.0
26,8,1,1,1.5,1.0,1.0,4,0,2,50.0
26,0,0,2,1.0,0.0,1.0,4,340,2,150.0
26,0,0,4,1.0,0.0,2.0,4,29,1,170.0
26,0,2,2,1.0,1.0,1.0,0,138,1,125.0
26,0,0,2,2.0,2.0,1.0,4,39,0,250.0
26,0,0,4,1.0,2.0,3.0,4,79,2,229.0
26,0,1,2,1.0,1.0,1.0,4,0,1,90.0
26,0,0,4,1.0,1.0,1.0,4,365,2,200.0
26,0,0,2,1.0,0.0,1.0,4,327,2,100.0
26,0,0,4,1.0,2.0,2.0,4,26,2,229.0
26,3,0,2,1.0,1.0,1.0,4,29,2,199.0
26,8,2,1,1.0,1.0,1.0,3,69,0,67.0
26,0,0,2,1.0,0.0,1.0,4,63,2,120.0
26,0,0,3,1.0,0.0,1.0,4,327,2,239.0
26,0,0,4,1.0,1.0,2.0,4,0,0,130.0
26,0,1,2,1.5,1.0,1.0,4,0,0,85.0
26,0,0,3,1.0,1.0,1.0,4,80,0,225.0
26,7,0,8,4.5,5.0,6.0,4,333,2,1300.0
26,0,0,2,1.0,1.0,1.0,4,0,0,160.0
26,0,0,2,1.0,0.0,1.0,4,326,2,150.0
26,0,0,3,1.0,2.0,2.0,4,345,1,280.0
26,0,1,2,1.0,1.0,1.0,4,0,2,60.0
26,0,0,2,1.0,1.0,1.0,4,264,2,225.0
26,0,0,2,1.0,1.0,1.0,4,185,0,170.0
26,1,1,2,1.0,1.0,1.0,4,109,2,168.0
26,0,0,2,1.0,1.0,1.0,4,146,2,183.0
26,0,0,2,1.0,0.0,1.0,4,310,2,137.0
26,0,0,6,1.0,2.0,2.0,4,275,2,300.0
26,0,0,4,2.0,2.0,2.0,4,289,2,350.0
26,0,0,4,1.0,1.0,2.0,4,344,2,190.0
26,0,1,2,1.0,1.0,1.0,4,80,2,180.0
26,0,1,2,1.0,1.0,1.0,4,122,1,99.0
26,0,0,2,1.0,0.0,1.0,4,64,2,110.0
26,0,0,2,1.0,0.0,1.0,4,343,2,155.0
26,0,0,2,1.0,1.0,1.0,4,5,2,178.0
26,3,0,7,2.0,4.0,5.0,4,0,0,600.0
26,0,0,5,2.0,3.0,4.0,4,0,1,550.0
26,10,0,4,1.0,1.0,2.0,4,154,2,170.0
